"TimeCreated","LogName","Id","ProviderName","LevelDisplayName","Message","CrashIndicator"
"8/31/2026 11:50:57 PM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"8/31/2026 11:50:57 PM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 12:06:36 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the running state.","False"
"9/1/2026 12:06:36 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the running state.","False"
"9/1/2026 12:08:38 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the stopped state.","False"
"9/1/2026 12:09:29 AM","System","7036","Service Control Manager","Information","The Windows Update service entered the stopped state.","False"
"9/1/2026 12:09:29 AM","System","7036","Service Control Manager","Information","The Windows Update service entered the running state.","False"
"9/1/2026 12:09:30 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the running state.","False"
"9/1/2026 12:09:30 AM","Application","16394","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded.","False"
"9/1/2026 12:09:30 AM","Application","16389","Microsoft-Windows-Security-SPP","Information","Grace timer has expired. Hr = 0xC004D30B","False"
"9/1/2026 12:09:31 AM","System","7036","Service Control Manager","Information","The Windows Update service entered the stopped state.","False"
"9/1/2026 12:09:31 AM","System","7036","Service Control Manager","Information","The Windows Update service entered the running state.","False"
"9/1/2026 12:10:01 AM","Application","16384","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2026-09-01T16:03:01Z. Reason: RulesEngine.","False"
"9/1/2026 12:10:01 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the stopped state.","False"
"9/1/2026 12:12:08 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 12:12:09 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 12:12:09 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 12:14:09 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 12:16:09 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 12:16:10 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 12:17:08 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the running state.","False"
"9/1/2026 12:17:08 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the running state.","False"
"9/1/2026 12:17:08 AM","Application","16394","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded.","False"
"9/1/2026 12:17:08 AM","Application","16389","Microsoft-Windows-Security-SPP","Information","Grace timer has expired. Hr = 0xC004D30B","False"
"9/1/2026 12:17:08 AM","System","7036","Service Control Manager","Information","The Microsoft Account Sign-in Assistant service entered the running state.","False"
"9/1/2026 12:17:08 AM","System","7036","Service Control Manager","Information","The Client License Service (ClipSVC) service entered the running state.","False"
"9/1/2026 12:17:38 AM","Application","16384","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2026-09-01T16:02:38Z. Reason: RulesEngine.","False"
"9/1/2026 12:17:38 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the stopped state.","False"
"9/1/2026 12:18:10 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the stopped state.","False"
"9/1/2026 12:20:08 AM","System","7036","Service Control Manager","Information","The Microsoft Account Sign-in Assistant service entered the stopped state.","False"
"9/1/2026 12:22:08 AM","System","7036","Service Control Manager","Information","The Client License Service (ClipSVC) service entered the stopped state.","False"
"9/1/2026 12:23:36 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the stopped state.","False"
"9/1/2026 12:33:05 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 12:33:06 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 12:33:06 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 12:35:06 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 12:35:52 AM","System","7036","Service Control Manager","Information","The Windows Update service entered the stopped state.","False"
"9/1/2026 12:37:06 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 12:37:06 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 12:49:16 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 12:49:17 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 12:49:17 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 12:51:18 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 12:53:18 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 12:53:18 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 1:10:35 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the running state.","False"
"9/1/2026 1:10:35 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the running state.","False"
"9/1/2026 1:12:37 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the stopped state.","False"
"9/1/2026 1:15:01 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 1:15:02 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 1:15:02 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 1:15:35 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the stopped state.","False"
"9/1/2026 1:17:02 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 1:19:02 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 1:19:02 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 1:35:13 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 1:35:13 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 1:35:13 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 1:37:14 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 1:39:14 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 1:39:14 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 1:57:09 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 1:57:09 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 1:57:09 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 1:59:09 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 2:01:09 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 2:01:10 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 2:17:04 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the running state.","False"
"9/1/2026 2:17:04 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the running state.","False"
"9/1/2026 2:17:04 AM","Application","16394","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded.","False"
"9/1/2026 2:17:04 AM","Application","16389","Microsoft-Windows-Security-SPP","Information","Grace timer has expired. Hr = 0xC004D30B","False"
"9/1/2026 2:17:05 AM","System","7036","Service Control Manager","Information","The Windows Update service entered the running state.","False"
"9/1/2026 2:17:34 AM","Application","16384","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2026-09-01T16:02:34Z. Reason: RulesEngine.","False"
"9/1/2026 2:17:34 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the stopped state.","False"
"9/1/2026 2:17:45 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 2:17:46 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 2:17:46 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 2:18:06 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the stopped state.","False"
"9/1/2026 2:19:47 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 2:21:47 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 2:21:47 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 2:27:09 AM","System","7036","Service Control Manager","Information","The Windows Update service entered the stopped state.","False"
"9/1/2026 2:37:21 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 2:37:21 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 2:37:21 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 2:39:22 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 2:41:22 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 2:41:22 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 3:00:06 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 3:00:06 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 3:00:06 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 3:02:07 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 3:04:07 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 3:04:07 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 3:11:12 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the running state.","False"
"9/1/2026 3:11:12 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the running state.","False"
"9/1/2026 3:13:14 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the stopped state.","False"
"9/1/2026 3:16:12 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the stopped state.","False"
"9/1/2026 3:20:44 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 3:20:44 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 3:20:44 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 3:22:44 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 3:24:44 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 3:24:45 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 3:38:57 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 3:38:58 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 3:38:58 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 3:40:58 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 3:42:58 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 3:42:58 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 3:48:12 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the running state.","False"
"9/1/2026 3:48:12 AM","Application","16394","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded.","False"
"9/1/2026 3:48:12 AM","Application","16389","Microsoft-Windows-Security-SPP","Information","Grace timer has expired. Hr = 0xC004D30B","False"
"9/1/2026 3:48:42 AM","Application","16384","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2026-09-01T16:02:42Z. Reason: RulesEngine.","False"
"9/1/2026 3:48:42 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the stopped state.","False"
"9/1/2026 4:03:07 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 4:03:07 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 4:03:07 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 4:05:07 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 4:07:07 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 4:07:08 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 4:15:08 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the running state.","False"
"9/1/2026 4:15:08 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the running state.","False"
"9/1/2026 4:15:08 AM","Application","16394","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded.","False"
"9/1/2026 4:15:08 AM","Application","16389","Microsoft-Windows-Security-SPP","Information","Grace timer has expired. Hr = 0xC004D30B","False"
"9/1/2026 4:15:09 AM","System","7036","Service Control Manager","Information","The Windows Update service entered the running state.","False"
"9/1/2026 4:15:10 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the running state.","False"
"9/1/2026 4:15:11 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the running state.","False"
"9/1/2026 4:15:38 AM","Application","16384","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2026-09-01T16:02:38Z. Reason: RulesEngine.","False"
"9/1/2026 4:15:39 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the stopped state.","False"
"9/1/2026 4:16:09 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the stopped state.","False"
"9/1/2026 4:17:12 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the stopped state.","False"
"9/1/2026 4:20:10 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the stopped state.","False"
"9/1/2026 4:24:07 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 4:24:08 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 4:24:08 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 4:26:08 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 4:28:08 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 4:28:09 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 4:40:47 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 4:40:48 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 4:40:48 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 4:42:48 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 4:44:48 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 4:44:48 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 4:57:09 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 4:57:10 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 4:57:10 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 4:59:10 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 5:01:10 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 5:01:10 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 5:17:14 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 5:17:15 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 5:17:15 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 5:19:15 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 5:21:15 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 5:21:15 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 5:38:36 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 5:38:38 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 5:38:38 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 5:40:38 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 5:42:38 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 5:42:38 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 5:59:35 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 5:59:35 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 5:59:35 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 6:01:35 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 6:03:35 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 6:03:36 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 6:16:07 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 6:16:08 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 6:16:08 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 6:18:08 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 6:20:08 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 6:20:08 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 6:23:55 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the running state.","False"
"9/1/2026 6:23:55 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the running state.","False"
"9/1/2026 6:25:31 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the running state.","False"
"9/1/2026 6:25:31 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the running state.","False"
"9/1/2026 6:25:31 AM","Application","16394","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded.","False"
"9/1/2026 6:25:31 AM","Application","16389","Microsoft-Windows-Security-SPP","Information","Grace timer has expired. Hr = 0xC004D30B","False"
"9/1/2026 6:25:57 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the stopped state.","False"
"9/1/2026 6:26:01 AM","Application","16384","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2026-09-01T16:03:01Z. Reason: RulesEngine.","False"
"9/1/2026 6:26:01 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the stopped state.","False"
"9/1/2026 6:26:32 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the stopped state.","False"
"9/1/2026 6:28:55 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the stopped state.","False"
"9/1/2026 6:42:21 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 6:42:21 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"9/1/2026 6:42:21 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"9/1/2026 6:44:22 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"9/1/2026 6:45:39 AM","System","1","Microsoft-Windows-FilterManager","Information","File System Filter 'FileInfo' (Version 10.0, ?2093?-?04?-?01T20:29:43.000000000Z) unloaded successfully.","False"
"9/1/2026 6:45:45 AM","System","6","Microsoft-Windows-FilterManager","Information","File System Filter 'FileInfo' (10.0, ?2093?-?04?-?01T20:29:43.000000000Z) has successfully loaded and registered with Filter Manager.","False"
"9/1/2026 6:46:22 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"9/1/2026 6:46:22 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"9/1/2026 7:02:19 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"9/1/2026 7:02:22 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
