"TimeCreated","LogName","Id","ProviderName","LevelDisplayName","Message","CrashIndicator"
"8/31/2026 3:11:19 AM","Application","1001","Windows Error Reporting","Information","Fault bucket , type 0
Event Name: BlueScreen
Response: Not available
Cab Id: 0

Problem signature:
P1: ef
P2: ffffe307e261b080
P3: 0
P4: ffffe307e261b080
P5: 0
P6: 10_0_26100
P7: 0_0
P8: 272_3
P9: 
P10: 

Attached files:
\\?\C:\WINDOWS\Minidump\071626-13343-01.dmp
\\?\C:\WINDOWS\SystemTemp\WER-537781-0.sysdata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.f120239f-7406-4d61-95cd-7fff6a0a9186.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.894645b0-52f6-4e18-ad81-8298c63bb703.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.71f9269b-6fea-464c-ac49-5faa10905e91.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.5db28187-8018-494f-a099-2f35839b7505.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\Kernel_ef_5c7f746e260f0d97c87a4ffeafece76315b37c7_00000000_e443a390-1b15-44af-b646-f5c7b9a5bd72

Analysis symbol: 
Rechecking for solution: 0
Report Id: 2e1fddb6-2bbf-4acb-ad64-67baa2f016cc
Report Status: 2049
Hashed bucket: 
Cab Guid: 0","True"
"8/31/2026 3:11:19 AM","Application","1001","Windows Error Reporting","Information","Fault bucket , type 0
Event Name: BlueScreen
Response: Not available
Cab Id: 0

Problem signature:
P1: ef
P2: ffff9403595c2080
P3: 0
P4: ffff9403595c2080
P5: 0
P6: 10_0_26100
P7: 0_0
P8: 272_3
P9: 
P10: 

Attached files:
\\?\C:\WINDOWS\Minidump\082826-16406-01.dmp
\\?\C:\WINDOWS\SystemTemp\WER-743562-0.sysdata.xml
\\?\C:\WINDOWS\MEMORY.DMP
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b25bfab0-34a5-4bae-94fd-cd00e6388ecd.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.df2bcffe-7476-4ff5-8672-a4f0b3995803.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.f53567f4-a19b-4206-8b93-716194f42390.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e9cf2e94-7243-42f4-8ad5-d48ed6f74e24.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\Kernel_ef_797ccfa6bdfa9fd41ba929d166450b5815fc1_00000000_4e7fe70d-75da-4784-a094-1798611902c2

Analysis symbol: 
Rechecking for solution: 0
Report Id: 9c772beb-7385-428a-9276-236fcfed5532
Report Status: 2049
Hashed bucket: 
Cab Guid: 0","True"
"8/31/2026 3:11:31 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"8/31/2026 3:11:46 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the stopped state.","False"
"8/31/2026 3:13:31 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"8/31/2026 3:13:31 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"8/31/2026 3:20:37 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the running state.","False"
"8/31/2026 3:20:38 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the running state.","False"
"8/31/2026 3:20:38 AM","Application","16394","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded.","False"
"8/31/2026 3:20:38 AM","Application","16389","Microsoft-Windows-Security-SPP","Information","Grace timer has expired. Hr = 0xC004D30B","False"
"8/31/2026 3:21:08 AM","Application","16384","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2026-09-02T20:51:08Z. Reason: RulesEngine.","False"
"8/31/2026 3:21:08 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the stopped state.","False"
"8/31/2026 3:21:39 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the stopped state.","False"
"8/31/2026 3:30:26 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"8/31/2026 3:30:27 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"8/31/2026 3:30:27 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"8/31/2026 3:30:42 AM","System","7036","Service Control Manager","Information","The Windows Update service entered the stopped state.","False"
"8/31/2026 3:32:27 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"8/31/2026 3:34:27 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"8/31/2026 3:34:28 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"8/31/2026 3:51:25 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"8/31/2026 3:51:25 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"8/31/2026 3:51:25 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"8/31/2026 3:53:25 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"8/31/2026 3:55:25 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"8/31/2026 3:55:26 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"8/31/2026 4:07:25 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the running state.","False"
"8/31/2026 4:07:31 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the running state.","False"
"8/31/2026 4:07:31 AM","Application","16394","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded.","False"
"8/31/2026 4:07:31 AM","Application","16389","Microsoft-Windows-Security-SPP","Information","Grace timer has expired. Hr = 0xC004D30B","False"
"8/31/2026 4:08:01 AM","Application","16384","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2026-09-02T20:52:01Z. Reason: RulesEngine.","False"
"8/31/2026 4:08:01 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the stopped state.","False"
"8/31/2026 4:08:51 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\c:\users\administrator\AppData\Local\Microsoft\Windows\usrclass.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 4:10:59 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the stopped state.","False"
"8/31/2026 4:12:25 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"8/31/2026 4:12:26 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"8/31/2026 4:12:26 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"8/31/2026 4:12:58 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the running state.","False"
"8/31/2026 4:12:59 AM","System","7036","Service Control Manager","Information","The Windows Update service entered the running state.","False"
"8/31/2026 4:13:59 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the stopped state.","False"
"8/31/2026 4:14:26 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"8/31/2026 4:16:26 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"8/31/2026 4:16:26 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"8/31/2026 4:20:37 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the running state.","False"
"8/31/2026 4:21:38 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the stopped state.","False"
"8/31/2026 4:22:25 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the running state.","False"
"8/31/2026 4:22:26 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the running state.","False"
"8/31/2026 4:24:28 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the stopped state.","False"
"8/31/2026 4:27:25 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the stopped state.","False"
"8/31/2026 4:32:41 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"8/31/2026 4:32:42 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"8/31/2026 4:32:42 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"8/31/2026 4:34:42 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"8/31/2026 4:36:42 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"8/31/2026 4:36:42 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"8/31/2026 4:53:34 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"8/31/2026 4:53:35 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"8/31/2026 4:53:35 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"8/31/2026 4:55:35 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"8/31/2026 4:57:35 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"8/31/2026 4:57:36 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"8/31/2026 5:15:06 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"8/31/2026 5:15:06 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"8/31/2026 5:15:06 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"8/31/2026 5:17:06 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"8/31/2026 5:19:06 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"8/31/2026 5:19:07 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"8/31/2026 5:20:37 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the running state.","False"
"8/31/2026 5:20:38 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the running state.","False"
"8/31/2026 5:20:38 AM","Application","16394","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded.","False"
"8/31/2026 5:20:38 AM","Application","16389","Microsoft-Windows-Security-SPP","Information","Grace timer has expired. Hr = 0xC004D30B","False"
"8/31/2026 5:21:08 AM","Application","16384","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2026-09-02T20:51:08Z. Reason: RulesEngine.","False"
"8/31/2026 5:21:08 AM","System","7036","Service Control Manager","Information","The Software Protection service entered the stopped state.","False"
"8/31/2026 5:21:38 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the stopped state.","False"
"8/31/2026 5:27:25 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the running state.","False"
"8/31/2026 5:27:25 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the running state.","False"
"8/31/2026 5:29:27 AM","System","7036","Service Control Manager","Information","The Windows Modules Installer service entered the stopped state.","False"
"8/31/2026 5:29:39 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the running state.","False"
"8/31/2026 5:30:40 AM","System","7036","Service Control Manager","Information","The WaaSMedicSvc service entered the stopped state.","False"
"8/31/2026 5:32:25 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the stopped state.","False"
"8/31/2026 5:36:18 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"8/31/2026 5:36:19 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"8/31/2026 5:36:19 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"8/31/2026 5:38:19 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"8/31/2026 5:38:29 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT253624616391200.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:40:18 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT253738427071900.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:40:19 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"8/31/2026 5:40:20 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"8/31/2026 5:43:37 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT253938005789400.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:45:18 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT254038966355900.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:46:42 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT254123316433300.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:48:01 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT254201834590700.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:49:28 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT254288686170900.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:51:34 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT254414830104400.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:52:51 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT254491665788600.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:54:57 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT254617982219900.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:56:01 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","False"
"8/31/2026 5:56:01 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the running state.","False"
"8/31/2026 5:56:01 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the running state.","False"
"8/31/2026 5:56:17 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT254698119187200.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:57:42 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT254782319370900.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 5:58:02 AM","System","7036","Service Control Manager","Information","The WMI Performance Adapter service entered the stopped state.","False"
"8/31/2026 5:59:03 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT254863293015500.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 6:00:02 AM","System","7040","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","False"
"8/31/2026 6:00:02 AM","System","7036","Service Control Manager","Information","The Background Intelligent Transfer Service service entered the stopped state.","False"
"8/31/2026 6:00:26 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT254946190094200.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 6:00:45 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the running state.","False"
"8/31/2026 6:02:01 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT255041182804900.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 6:06:05 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT255284935939000.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 6:07:28 AM","System","16","Microsoft-Windows-Kernel-General","Information","The access history in hive \??\E:\Tanium\Tanium Client\extensions\comply\runtime_support\temp\joval-ce7c381e87bb05749cb21da9\DEFAULT255368618236100.dat was cleared updating 1 keys and creating 1 modified pages.","False"
"8/31/2026 6:11:45 AM","System","7036","Service Control Manager","Information","The AppX Deployment Service (AppXSVC) service entered the stopped state.","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.0 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.0 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.0 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.0 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.0 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.0 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.0 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.0 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.0 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.1 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.1 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.1 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.1 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.1 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.1 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.1 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.1 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.1 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.2 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.2 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
"8/31/2026 6:17:11 AM","System","36874","Schannel","Error","An TLS 1.2 connection request was received from a remote client application, but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.
 The SSPI client process is svchost[TermService] (PID: 1212).","False"
